,Unnamed: 0,original_datarow,Species,Quantity,Price,Currency,Price_euro,Intent,Seller_id,lat,lon,Conservation status,CITES
316,732,214712,Sphaerodactylus fantasticus,[],[],[],[],Seller,259,[],[],LC,0
317,734,215268,Sphaerodactylus fantasticus,[],[],[],[],Seller,260,[],[],LC,0
318,738,216713,Thecadactylus oskrobapreinorum,[],[],[],[],Seller,261,39.7837304,-100.445882,DD,0
319,743,218070,Thecadactylus oskrobapreinorum,[],[],[],[],Seller,190,[],[],DD,0
320,744,218113,Sphaerodactylus sputator,[],[],[],[],Seller,190,[],[],LC,0
321,752,220843,Anolis sabanus,[],[],[],[],Seller,262,39.7837304,-100.445882,NT,0
322,759,225421,Anolis sabanus,[],[],[],[],Seller,263,[],[],NT,0
323,760,226968,Sphaerodactylus sputator,[],[],[],[],Seller,264,[],[],LC,0
324,761,227305,Thecadactylus oskrobapreinorum,[],[],[],[],Seller,183,39.7837304,-100.445882,DD,0
325,765,227673,Thecadactylus oskrobapreinorum,[],[],[],[],Seller,183,[],[],DD,0
326,767,228655,Anolis bimaculatus,[],[],[],[],Seller,183,51.1638175,10.4478313,LC,0
327,768,228822,Sphaerodactylus sputator,[],[],[],[],Seller,265,[],[],LC,0
328,787,231350,Thecadactylus oskrobapreinorum,[],[],[],[],Seller,266,[],[],DD,0
329,788,231970,Thecadactylus oskrobapreinorum,[],[],[],[],Seller,217,[],[],DD,0
330,789,231971,Anolis extremus,[],[],[],[],Seller,267,[],[],LC,0
331,790,233444,Anolis aeneus,[],[],[],[],Seller,268,[],[],LC,0
332,791,233444,Anolis roquet,[],[],[],[],Seller,268,[],[],LC,0
333,793,233812,Sphaerodactylus sputator,[],[],[],[],Seller,269,[],[],LC,0
334,794,235449,Sphaerodactylus sputator,[],[],[],[],Seller,270,[],[],LC,0
335,796,236741,Sphaerodactylus sputator,[],[],[],[],Seller,269,39.7837304,-100.445882,LC,0
336,798,236924,Thecadactylus oskrobapreinorum,[],[],[],[],Buyer,271,[],[],DD,0
337,800,237640,Thecadactylus oskrobapreinorum,[],[],[],[],[],272,[],[],DD,0
338,801,240041,Sphaerodactylus sputator,[],[],[],[],Seller,273,[],[],LC,0
339,803,242230,Iguana insularis,[],[],[],[],Seller,174,[],[],NE,Appendix II
340,804,242230,iguana sanctaluciae,[],[],[],[],Seller,174,[],[],NE,Appendix II
341,805,242446,Gonatodes daudini,[],[],[],[],Buyer,274,[],[],CR,Appendix I
342,806,242921,Iguana insularis,[],[],[],[],Seller,275,39.7837304,-100.445882,NE,Appendix II
343,807,242934,Iguana delicatissima,[],[],[],[],Seller,174,39.7837304,-100.445882,CR,Appendix II
344,808,243160,Iguana delicatissima,[],[],[],[],Seller,174,[],[],CR,Appendix II
345,809,243276,Iguana insularis,[],[],[],[],Seller,276,39.7837304,-100.445882,NE,Appendix II
346,814,243840,Iguana insularis,[],[],[],[],Seller,277,[],[],NE,Appendix II
347,815,243843,Iguana insularis,[],[],[],[],Seller,278,[],[],NE,Appendix II
348,818,244421,Iguana insularis,[],[],[],[],Seller,279,39.7837304,-100.445882,NE,Appendix II
349,819,244834,Sphaerodactylus sputator,[],[],[],[],Seller,280,[],[],LC,0
350,820,245430,Iguana melanoderma,[],[],[],[],Seller,281,39.7837304,-100.445882,CR,Appendix II
351,821,245436,Iguana delicatissima,[],[],[],[],[],282,[],[],CR,Appendix II
352,822,245437,Iguana delicatissima,[],[],[],[],Seller,283,39.7837304,-100.445882,CR,Appendix II
353,823,245438,Iguana delicatissima,[],[],[],[],Seller,284,39.7837304,-100.445882,CR,Appendix II
354,824,245451,Iguana melanoderma,[],[],[],[],Seller,285,39.7837304,-100.445882,CR,Appendix II
355,825,245675,Iguana melanoderma,[],[],[],[],Seller,217,[],[],CR,Appendix II
356,827,245676,Iguana insularis,[],[],[],[],Seller,217,[],[],NE,Appendix II
357,830,245992,Thecadactylus oskrobapreinorum,[],[],[],[],Seller,1,39.7837304,-100.445882,DD,0
358,831,246000,Anolis aeneus,[],[],[],[],Seller,265,[],[],LC,0
359,832,246000,Anolis pogus,[],[],[],[],Seller,265,[],[],NT,0
360,836,246025,Iguana melanoderma,[],[],[],[],Seller,286,[],[],CR,Appendix II
361,837,246242,Iguana delicatissima,[],[],[],[],Seller,286,[],[],CR,Appendix II
362,838,246343,Iguana delicatissima,[],[],[],[],Seller,217,[],[],CR,Appendix II
363,840,246479,Iguana insularis,[],[],[],[],Seller,287,[],[],NE,Appendix II
364,843,246695,Iguana delicatissima,[],[],[],[],Seller,283,[],[],CR,Appendix II
365,845,247131,Thecadactylus oskrobapreinorum,[],[],[],[],Seller,288,[],[],DD,0
366,846,247254,Iguana delicatissima,[],[],[],[],Seller,289,[],[],CR,Appendix II
367,847,247373,Iguana delicatissima,[],[],[],[],Seller,290,54.7023545,-3.2765753,CR,Appendix II
368,848,247484,Iguana delicatissima,[],[],[],[],Seller,291,[],[],CR,Appendix II
369,850,247727,Iguana delicatissima,[],[],[],[],Seller,1,39.7837304,-100.445882,CR,Appendix II
370,851,247831,Iguana delicatissima,[],[],[],[],Seller,292,[],[],CR,Appendix II
371,852,248015,Thecadactylus oskrobapreinorum,[],[],[],[],Seller,293,36.5748441,139.2394179,DD,0
372,853,248155,Anolis pogus,[],39.95,EUR,39.95,Seller,294,52.2434979,5.6343227,NT,0
373,854,248166,Anolis gingivinus,[],39.95,EUR,39.95,Seller,294,52.2434979,5.6343227,LC,0
374,855,248205,Pholidoscelis plei,[],195,EUR,195,Seller,294,52.2434979,5.6343227,LC,0
375,856,248206,Sphaerodactylus sputator,[],59.95,EUR,59.95,Seller,294,52.2434979,5.6343227,LC,0
376,857,248420,Anolis gingivinus,1,45,EUR,45,Seller,295,52.2434979,5.6343227,LC,0
377,859,248422,Anolis pogus,1,45,EUR,45,Seller,295,52.2434979,5.6343227,NT,0
378,861,249480,Anolis roquet,[],[],[],[],Seller,296,[],[],LC,0
379,862,249828,Anolis roquet,[],[],[],[],Seller,297,39.3260685,-4.8379791,LC,0
380,864,250017,Anolis leachii,[],69,EUR,69,Seller,299,51.1638175,10.4478313,LC,0
381,865,250029,Anolis roquet,[],59,EUR,59,Seller,299,51.1638175,10.4478313,LC,0
382,866,250030,Anolis gingivinus,[],159,EUR,159,Seller,299,51.1638175,10.4478313,LC,0
383,867,250055,Anolis sabanus,[],0,EUR,0,Seller,299,51.1638175,10.4478313,NT,0
384,868,250057,Anolis desiradei,[],0,EUR,0,Seller,299,51.1638175,10.4478313,LC,0
385,890,262688,Corallus cookii,[],[],[],[],[],301,[],[],NT,Appendix II
386,891,264840,Thecadactylus oskrobapreinorum,[],[],[],[],[],302,[],[],DD,0
387,893,266505,Anolis marmoratus,[],45,GBP,59.68565555,Seller,303,[],[],LC,0
388,896,267733,Corallus cookii,[],250,GBP,304.22878,Seller,304,[],[],NT,Appendix II
389,897,267937,Corallus cookii,[],[],[],[],Seller,305,[],[],NT,Appendix II
390,900,278960,Anolis marmoratus,[],[],[],[],Seller,307,51.1638175,10.4478313,LC,0
391,906,278971,Anolis oculatus,[],[],[],[],Seller,307,51.1638175,10.4478313,NT,0
392,909,278976,Anolis terraealtae,[],[],[],[],Seller,307,51.1638175,10.4478313,LC,0
393,911,278980,Anolis desiradei,[],[],[],[],Seller,307,51.1638175,10.4478313,LC,0
394,912,278981,Anolis sabanus,[],[],[],[],Seller,307,51.1638175,10.4478313,NT,0
395,913,278983,Anolis gingivinus,[],[],[],[],Seller,307,51.1638175,10.4478313,LC,0
396,914,278984,Anolis bimaculatus,[],[],[],[],Seller,307,51.1638175,10.4478313,LC,0
397,915,278986,Anolis leachii,[],[],[],[],Seller,307,51.1638175,10.4478313,LC,0
398,916,278987,Anolis roquet,[],[],[],[],Seller,307,51.1638175,10.4478313,LC,0
399,917,278989,Anolis wattsii,[],[],[],[],Seller,307,51.1638175,10.4478313,LC,0
400,918,278990,Anolis pogus,[],[],[],[],Seller,307,51.1638175,10.4478313,NT,0
401,919,278992,Anolis ferreus,[],[],[],[],Seller,307,51.1638175,10.4478313,LC,0
402,920,278993,Anolis lividus,[],[],[],[],Seller,307,51.1638175,10.4478313,NT,0
403,921,279225,Iguana insularis,[],1500,USD,1381.21547,Seller,308,39.7837304,-100.445882,NE,Appendix II
404,922,279266,Iguana melanoderma,[],1500,USD,1381.21547,Seller,308,39.7837304,-100.445882,CR,Appendix II
405,923,279274,Iguana insularis,[],1500,USD,1259.763165,Seller,308,39.7837304,-100.445882,NE,Appendix II
406,924,279818,Iguana delicatissima,[],[],[],[],Seller,309,36.5748441,139.2394179,CR,Appendix II
407,925,282419,Anolis marmoratus,[],100,CHF,90.7935355,[],310,[],[],LC,0
408,927,288635,Sphaerodactylus sputator,1,[],[],[],Seller,311,49.7439047,15.3381061,LC,0
409,928,288641,Gonatodes daudini,1,[],[],[],Seller,311,49.7439047,15.3381061,CR,Appendix I
410,933,288648,Gonatodes daudini,2,[],[],[],Seller,311,49.7439047,15.3381061,CR,Appendix I
411,936,288652,Sphaerodactylus fantasticus,1,[],[],[],Seller,311,49.7439047,15.3381061,LC,0
412,942,288666,Sphaerodactylus fantasticus,5,[],[],[],Seller,311,49.7439047,15.3381061,LC,0
413,944,288673,Sphaerodactylus phyzacinus,2,[],[],[],Seller,311,49.7439047,15.3381061,EN,0
414,945,288674,Sphaerodactylus sputator,12,[],[],[],Seller,311,49.7439047,15.3381061,LC,0
415,946,288750,Iguana delicatissima,[],[],[],[],Seller,312,47.59397,14.12456,CR,Appendix II
416,1021,350042,Anolis sabanus,[],99.99,USD,84.28017532,Seller,313,39.7837304,-100.445882,NT,0
417,1022,350045,Anolis bimaculatus,[],149.99,USD,126.4244774,Seller,313,39.7837304,-100.445882,LC,0
418,1023,350046,Anolis gingivinus,[],39.99,USD,35.48988285,Seller,313,39.7837304,-100.445882,LC,0
419,1025,350141,Anolis oculatus,[],1,USD,0.842886042,Seller,313,39.7837304,-100.445882,NT,0
420,1026,350142,Anolis extremus,[],99.99,USD,84.28017532,Seller,313,39.7837304,-100.445882,LC,0
421,1028,350432,Anolis wattsii,[],[],[],[],Seller,315,52.2434979,5.6343227,LC,0
422,1029,350634,Thecadactylus oskrobapreinorum,[],[],[],[],[],316,[],[],DD,0
423,1030,350701,Anolis trinitatis,[],[],[],[],[],317,[],[],LC,0
424,1031,350958,Anolis roquet,[],[],[],[],[],318,[],[],LC,0
425,1032,350974,Anolis marmoratus,[],[],[],[],Seller,319,[],[],LC,0
426,1033,351067,Thecadactylus oskrobapreinorum,[],[],[],[],Seller,316,[],[],DD,0
427,1034,351330,Mabuya mabouya,[],[],[],[],[],320,51.1638175,10.4478313,CR,0
428,1035,351465,Anolis leachii,[],[],[],[],Seller,321,[],[],LC,0
429,1037,351693,Sphaerodactylus sabanus,[],[],[],[],[],322,[],[],LC,0
430,1038,351738,Iguana delicatissima,[],[],[],[],[],323,51.1638175,10.4478313,CR,Appendix II
431,1039,351780,Iguana delicatissima,[],[],[],[],[],323,[],[],CR,Appendix II
432,1040,352050,Anolis leachii,[],[],[],[],Seller,324,[],[],LC,0
433,1041,352050,Anolis bimaculatus,[],[],[],[],Seller,324,[],[],LC,0
434,1042,352503,Anolis marmoratus,[],[],[],[],[],325,52.2434979,5.6343227,LC,0
435,1043,352520,Anolis sabanus,[],[],[],[],Seller,326,[],[],NT,0
436,1045,352755,Anolis sabanus,[],[],[],[],[],319,36.5748441,139.2394179,NT,0
437,1046,353458,Anolis lividus,[],[],[],[],[],324,[],[],NT,0
438,1047,353458,Anolis oculatus,[],[],[],[],[],324,[],[],NT,0
439,1048,353458,Anolis gingivinus,[],[],[],[],[],324,[],[],LC,0
440,1049,353458,Anolis marmoratus,[],[],[],[],[],324,[],[],LC,0
441,1050,353458,Anolis pogus,[],[],[],[],[],324,[],[],NT,0
442,1051,353458,Anolis wattsii,[],[],[],[],[],324,[],[],LC,0
443,1052,353458,Anolis bimaculatus,[],[],[],[],[],324,[],[],LC,0
444,1053,353458,Anolis roquet,[],[],[],[],[],324,[],[],LC,0
445,1054,353528,Anolis roquet,[],[],[],[],Seller,321,[],[],LC,0
446,1055,353529,Anolis trinitatis,[],[],[],[],Seller,321,[],[],LC,0
447,1056,353830,Anolis marmoratus,[],[],[],[],Seller,327,[],[],LC,0
448,1057,353950,Anolis lividus,[],[],[],[],Seller,324,[],[],NT,0
449,1058,353950,Anolis oculatus,[],[],[],[],Seller,324,[],[],NT,0
450,1059,353950,Anolis gingivinus,[],[],[],[],Seller,324,[],[],LC,0
451,1060,353950,Anolis wattsii,[],[],[],[],Seller,324,[],[],LC,0
452,1061,353950,Anolis pogus,[],[],[],[],Seller,324,[],[],NT,0
453,1062,353986,Anolis marmoratus,[],[],[],[],Seller,328,[],[],LC,0
454,1063,354106,Anolis marmoratus,[],[],[],[],Buyer,328,[],[],LC,0
455,1067,354996,Anolis marmoratus,[],[],[],[],Seller,324,[],[],LC,0
456,1070,354996,Anolis ferreus,[],[],[],[],Seller,324,[],[],LC,0
457,1071,355242,Anolis marmoratus,[],[],[],[],Seller,329,50.6402809,4.6667145,LC,0
458,1072,355496,Anolis ferreus,[],[],[],[],Seller,330,[],[],LC,0
459,1073,355774,Sphaerodactylus sputator,[],[],[],[],Seller,331,[],[],LC,0
460,1074,355816,Anolis roquet,[],[],[],[],Seller,332,[],[],LC,0
461,1075,355844,Anolis roquet,[],[],[],[],Buyer,332,[],[],LC,0
462,1076,356227,Thecadactylus oskrobapreinorum,[],[],[],[],[],333,[],[],DD,0
463,1077,356276,Anolis roquet,[],[],[],[],[],334,[],[],LC,0
464,1078,356769,Anolis oculatus,[],[],[],[],Seller,335,[],[],NT,0
465,1079,357014,Anolis marmoratus,[],[],[],[],Seller,336,[],[],LC,0
466,1080,357565,Anolis marmoratus,[],[],[],[],[],337,[],[],LC,0
467,1081,357566,Anolis marmoratus,[],[],[],[],Seller,337,[],[],LC,0
468,1082,358331,Anolis marmoratus,[],[],[],[],Seller,338,[],[],LC,0
469,1085,358389,Anolis desiradei,[],[],[],[],Seller,324,[],[],LC,0
470,1087,358389,Anolis terraealtae,[],[],[],[],Seller,324,[],[],LC,0
471,1094,358755,Anolis sabanus,[],[],[],[],Seller,324,[],[],NT,0
472,1105,358755,Anolis roquet,[],[],[],[],Seller,324,[],[],LC,0
473,1106,359649,Anolis oculatus,[],[],[],[],Seller,321,[],[],NT,0
474,1107,359649,Anolis marmoratus,[],[],[],[],Seller,321,[],[],LC,0
475,1108,359782,Anolis sabanus,[],[],[],[],[],339,[],[],NT,0
476,1109,359782,Anolis roquet,[],[],[],[],[],339,[],[],LC,0
477,1110,360022,Anolis roquet,[],[],[],[],Seller,340,[],[],LC,0
478,1111,360067,Anolis trinitatis,[],[],[],[],Buyer,341,[],[],LC,0
479,1113,360180,Iguana melanoderma,[],[],[],[],Buyer,342,[],[],CR,Appendix II
480,1114,361076,Anolis trinitatis,[],[],[],[],Seller,343,[],[],LC,0
481,1116,362403,Anolis ferreus,[],[],[],[],[],344,[],[],LC,0
482,1117,362403,Anolis marmoratus,[],[],[],[],[],344,[],[],LC,0
483,1118,362444,Anolis roquet,[],[],[],[],Seller,345,51.1638175,10.4478313,LC,0
484,1120,362842,Sphaerodactylus sabanus,[],[],[],[],Seller,346,49.7439047,15.3381061,LC,0
485,1121,363138,Anolis roquet,[],[],[],[],[],339,51.1638175,10.4478313,LC,0
486,1123,363588,Anolis roquet,[],[],[],[],Buyer,348,[],[],LC,0
487,1124,363621,Corallus grenadensis,[],[],[],[],Buyer,349,[],[],LC,Appendix II
488,1125,363621,Corallus cookii,[],[],[],[],Buyer,349,[],[],NT,Appendix II
489,1126,363707,Anolis roquet,[],[],[],[],Buyer,344,[],[],LC,0
490,1127,363730,Anolis marmoratus,[],[],[],[],[],350,[],[],LC,0
491,1130,364074,Thecadactylus oskrobapreinorum,[],[],[],[],Seller,346,[],[],DD,0
492,1131,364295,Gonatodes daudini,[],[],[],[],[],351,51.1638175,10.4478313,CR,Appendix I
493,1132,364315,Anolis roquet,[],[],[],[],Seller,352,[],[],LC,0
494,1133,364691,Anolis oculatus,[],[],[],[],Buyer,353,51.1638175,10.4478313,NT,0
495,18,44344,Iguana delicatissima,[],[],[],[],[],[],[],[],CR,Appendix II
496,19,44377,Thecadactylus oskrobapreinorum,[],[],[],[],[],[],[],[],DD,0
497,117,46007,Anolis oculatus,[],[],[],[],Seller,[],[],[],NT,0
498,123,46034,Anolis marmoratus,[],[],[],[],Seller,[],[],[],LC,0
499,133,46060,Anolis oculatus,[],[],[],[],Seller,[],51.1638175,10.4478313,NT,0
500,141,46076,Anolis oculatus,[],[],[],[],Seller,[],[],[],NT,0
501,154,46127,Anolis oculatus,[],[],[],[],[],[],[],[],NT,0
502,155,46130,Anolis oculatus,[],[],[],[],Seller,[],[],[],NT,0
503,168,46155,Anolis oculatus,[],[],[],[],Seller,[],[],[],NT,0
504,181,46186,Anolis oculatus,[],[],[],[],[],[],[],[],NT,0
505,199,46221,Anolis marmoratus,[],[],[],[],Seller,[],[],[],LC,0
506,201,46227,Anolis marmoratus,[],[],[],[],Buyer,[],[],[],LC,0
507,872,252876,Anolis roquet,[],[],[],[],Seller,[],51.1638175,10.4478313,LC,0
508,873,253092,Anolis roquet,[],[],[],[],Seller,[],[],[],LC,0
509,874,253480,Anolis marmoratus,[],[],[],[],Seller,[],51.1638175,10.4478313,LC,0
510,875,253480,Anolis roquet,[],[],[],[],Seller,[],51.1638175,10.4478313,LC,0
511,876,253979,Anolis sabanus,[],[],[],[],Seller,[],[],[],NT,0
512,877,253979,Anolis leachii,[],[],[],[],Seller,[],[],[],LC,0
513,878,253979,Anolis desiradei,[],[],[],[],Seller,[],[],[],LC,0
514,879,253979,Anolis oculatus,[],[],[],[],Seller,[],[],[],NT,0
515,880,253979,Anolis gingivinus,[],[],[],[],Seller,[],[],[],LC,0
516,881,253979,Anolis terraealtae,[],[],[],[],Seller,[],[],[],LC,0
517,882,253979,Anolis marmoratus,[],[],[],[],Seller,[],[],[],LC,0
518,883,253979,Anolis wattsii,[],[],[],[],Seller,[],[],[],LC,0
519,884,253979,Anolis bimaculatus,[],[],[],[],Seller,[],[],[],LC,0
520,885,253979,Anolis roquet,[],[],[],[],Seller,[],[],[],LC,0
521,886,254450,Anolis roquet,[],[],[],[],Seller,[],[],[],LC,0
522,887,255457,Anolis marmoratus,[],[],[],[],Seller,[],[],[],LC,0
523,888,255676,Anolis roquet,[],[],[],[],Seller,[],[],[],LC,0
524,889,257010,Anolis roquet,[],[],[],[],Buyer,[],[],[],LC,0
525,898,272759,Anolis oculatus,[],50,EUR,50,Seller,[],[],[],NT,0
526,926,283034,Anolis sabanus,[],100,PLN,22.13123824,[],[],[],[],NT,0
527,956,289528,Iguana delicatissima,[],[],[],[],Seller,[],[],[],CR,Appendix II
528,958,292028,Anolis roquet,[],[],[],[],Seller,[],39.7837304,-100.445882,LC,0
529,959,293202,Anolis roquet,[],[],[],[],Seller,[],[],[],LC,0
530,960,297573,Corallus cookii,[],[],[],[],Seller,[],[],[],NT,Appendix II
531,961,298680,Anolis marmoratus,[],[],[],[],Buyer,[],[],[],LC,0
532,962,304136,Corallus cookii,[],[],[],[],Seller,[],[],[],NT,Appendix II
533,963,306358,Anolis marmoratus,[],[],[],[],Seller,[],[],[],LC,0
534,966,309081,Anolis sabanus,[],[],[],[],Buyer,[],[],[],NT,0
535,967,309081,Anolis bimaculatus,[],[],[],[],Buyer,[],[],[],LC,0
536,968,309464,Anolis marmoratus,[],[],[],[],Seller,[],[],[],LC,0
537,969,309581,Anolis marmoratus,[],[],[],[],Buyer,[],[],[],LC,0
538,970,309586,Anolis marmoratus,[],[],[],[],Buyer,[],54.7023545,-3.2765753,LC,0
539,972,313991,Anolis roquet,[],[],[],[],Seller,[],[],[],LC,0
540,973,314149,Anolis roquet,[],[],[],[],Seller,[],[],[],LC,0
541,974,317349,Anolis marmoratus,[],[],[],[],Seller,[],54.7023545,-3.2765753,LC,0
542,975,318558,Boa nebulosa,[],[],[],[],Seller,[],51.1638175,10.4478313,LC,Appendix II
543,976,318558,Boa orophias,[],[],[],[],Seller,[],51.1638175,10.4478313,EN,Appendix II
544,977,318642,Corallus cookii,[],[],[],[],Seller,[],54.7023545,-3.2765753,NT,Appendix II
545,978,318960,Boa nebulosa,[],[],[],[],Seller,[],51.1638175,10.4478313,LC,Appendix II
546,979,318960,Boa orophias,[],[],[],[],Seller,[],51.1638175,10.4478313,EN,Appendix II
547,980,319553,Boa nebulosa,[],[],[],[],Buyer,[],51.1638175,10.4478313,LC,Appendix II
548,981,319553,Boa orophias,[],[],[],[],Buyer,[],51.1638175,10.4478313,EN,Appendix II
549,983,325889,Corallus cookii,[],[],[],[],Seller,[],[],[],NT,Appendix II
550,984,327545,Corallus cookii,[],[],[],[],Seller,[],[],[],NT,Appendix II
551,986,327745,Corallus cookii,[],[],[],[],Seller,[],[],[],NT,Appendix II
552,989,329285,Corallus cookii,[],[],[],[],Buyer,[],[],[],NT,Appendix II
553,990,332385,Corallus cookii,[],[],[],[],Seller,[],[],[],NT,Appendix II
554,998,335382,Corallus cookii,[],[],[],[],Seller,[],54.7023545,-3.2765753,NT,Appendix II
555,1000,336104,Corallus cookii,[],[],[],[],Buyer,[],[],[],NT,Appendix II
556,1001,337841,Corallus cookii,[],[],[],[],Seller,[],54.7023545,-3.2765753,NT,Appendix II
557,1002,338731,Corallus cookii,[],[],[],[],Seller,[],[],[],NT,Appendix II
558,1011,345473,Corallus cookii,[],[],[],[],Seller,[],[],[],NT,Appendix II
559,1013,345826,Corallus cookii,[],[],[],[],Seller,[],[],[],NT,Appendix II
560,1014,346146,Corallus cookii,[],[],[],[],Seller,[],[],[],NT,Appendix II
561,1015,347521,Corallus cookii,[],[],[],[],Seller,[],54.7023545,-3.2765753,NT,Appendix II
562,1016,348105,Corallus cookii,[],[],[],[],Seller,[],54.7023545,-3.2765753,NT,Appendix II
563,1017,348164,Corallus cookii,[],[],[],[],[],[],54.7023545,-3.2765753,NT,Appendix II
564,1018,348851,Corallus cookii,[],[],[],[],Seller,[],[],[],NT,Appendix II
565,1019,349199,Corallus cookii,[],[],[],[],Buyer,[],[],[],NT,Appendix II
566,1134,364885,Sphaerodactylus sputator,1,[],[],[],Seller,[],51.1638175,10.4478313,LC,0
567,1135,364969,Thecadactylus oskrobapreinorum,0,650,USD,598.5267035,Seller,[],39.7837304,-100.445882,DD,0
568,1136,365029,Sphaerodactylus sputator,1,200,USD,184.1620626,Seller,[],39.7837304,-100.445882,LC,0
569,1138,366558,Gonatodes daudini,[],[],[],[],Seller,[],51.1638175,10.4478313,CR,Appendix I
570,1139,366562,Sphaerodactylus sputator,[],[],[],[],Seller,[],51.1638175,10.4478313,LC,0
571,1140,366572,Sphaerodactylus sputator,[],[],[],[],Seller,[],51.1638175,10.4478313,LC,0
572,1141,366590,Gonatodes daudini,[],[],[],[],Seller,[],51.1638175,10.4478313,CR,Appendix I
573,1142,366590,Sphaerodactylus sputator,[],[],[],[],Seller,[],51.1638175,10.4478313,LC,0
574,1143,366593,Sphaerodactylus fantasticus,[],[],[],[],Seller,[],51.1638175,10.4478313,LC,0
575,1144,366593,Sphaerodactylus sputator,[],[],[],[],Seller,[],51.1638175,10.4478313,LC,0
576,1145,366602,Sphaerodactylus sputator,[],[],[],[],Seller,[],51.1638175,10.4478313,LC,0
577,1146,366605,Sphaerodactylus sputator,[],[],[],[],Seller,[],51.1638175,10.4478313,LC,0
578,1147,366617,Sphaerodactylus sputator,[],[],[],[],Seller,[],51.1638175,10.4478313,LC,0
579,1148,366624,Sphaerodactylus sputator,[],[],[],[],Seller,[],51.1638175,10.4478313,LC,0
580,1149,366626,Sphaerodactylus sputator,[],[],[],[],Seller,[],51.1638175,10.4478313,LC,0
581,1150,366626,Sphaerodactylus fantasticus,[],[],[],[],Seller,[],51.1638175,10.4478313,LC,0
582,1151,366626,Sphaerodactylus vincenti,[],[],[],[],Seller,[],51.1638175,10.4478313,LC,0
583,1152,366626,Sphaerodactylus festus,[],[],[],[],Seller,[],51.1638175,10.4478313,LC,0
584,1153,366635,Sphaerodactylus fantasticus,[],[],[],[],Seller,[],51.1638175,10.4478313,LC,0
585,1154,366640,Sphaerodactylus sputator,[],[],[],[],Seller,[],51.1638175,10.4478313,LC,0
586,1155,366641,Anolis marmoratus,[],[],[],[],Seller,[],51.1638175,10.4478313,LC,0
587,1156,366644,Sphaerodactylus fantasticus,[],[],[],[],Buyer,[],51.1638175,10.4478313,LC,0
588,1157,366654,Anolis marmoratus,[],[],[],[],Seller,[],51.1638175,10.4478313,LC,0
589,1158,366706,Anolis marmoratus,[],[],[],[],Seller,[],51.1638175,10.4478313,LC,0
590,1159,366753,Sphaerodactylus sputator,[],[],[],[],Seller,[],51.1638175,10.4478313,LC,0
591,1160,366757,Sphaerodactylus fantasticus,[],[],[],[],Seller,[],51.1638175,10.4478313,LC,0
592,1161,366774,Sphaerodactylus sputator,[],[],[],[],Buyer,[],51.1638175,10.4478313,LC,0
593,1162,366781,Sphaerodactylus sputator,[],[],[],[],[],[],51.1638175,10.4478313,LC,0
594,1163,366788,Gonatodes daudini,[],[],[],[],Buyer,[],[],[],CR,Appendix I
595,1164,366793,Sphaerodactylus sputator,[],[],[],[],Seller,[],51.1638175,10.4478313,LC,0
596,1165,366795,Sphaerodactylus fantasticus,[],[],[],[],Seller,[],51.1638175,10.4478313,LC,0
597,1166,366823,Sphaerodactylus fantasticus,[],[],[],[],Seller,[],51.1638175,10.4478313,LC,0
598,1167,366837,Sphaerodactylus sputator,[],[],[],[],[],[],51.1638175,10.4478313,LC,0
