original_datarow,Species,Quantity,Price,Currency,Price_euro,Intent,Seller_id,lat,lon,Conservation status,CITES
245437,Iguana delicatissima,[],[],[],[],Seller,283,39.7837304,-100.445882,CR,Appendix II
245438,Iguana delicatissima,[],[],[],[],Seller,284,39.7837304,-100.445882,CR,Appendix II
245451,Iguana melanoderma,[],[],[],[],Seller,285,39.7837304,-100.445882,CR,Appendix II
245675,Iguana melanoderma,[],[],[],[],Seller,217,[],[],CR,Appendix II
245676,Iguana insularis,[],[],[],[],Seller,217,[],[],NE,Appendix II
245992,Thecadactylus oskrobapreinorum,[],[],[],[],Seller,1,39.7837304,-100.445882,DD,0
246000,Anolis aeneus,[],[],[],[],Seller,265,[],[],LC,0
246000,Anolis pogus,[],[],[],[],Seller,265,[],[],NT,0
246025,Iguana melanoderma,[],[],[],[],Seller,286,[],[],CR,Appendix II
246242,Iguana delicatissima,[],[],[],[],Seller,286,[],[],CR,Appendix II
246343,Iguana delicatissima,[],[],[],[],Seller,217,[],[],CR,Appendix II
246479,Iguana insularis,[],[],[],[],Seller,287,[],[],NE,Appendix II
246695,Iguana delicatissima,[],[],[],[],Seller,283,[],[],CR,Appendix II
247131,Thecadactylus oskrobapreinorum,[],[],[],[],Seller,288,[],[],DD,0
247254,Iguana delicatissima,[],[],[],[],Seller,289,[],[],CR,Appendix II
247373,Iguana delicatissima,[],[],[],[],Seller,290,54.7023545,-3.2765753,CR,Appendix II
247484,Iguana delicatissima,[],[],[],[],Seller,291,[],[],CR,Appendix II
247727,Iguana delicatissima,[],[],[],[],Seller,1,39.7837304,-100.445882,CR,Appendix II
247831,Iguana delicatissima,[],[],[],[],Seller,292,[],[],CR,Appendix II
248015,Thecadactylus oskrobapreinorum,[],[],[],[],Seller,293,36.5748441,139.2394179,DD,0
248155,Anolis pogus,[],39.95,EUR,39.95,Seller,294,52.2434979,5.6343227,NT,0
248166,Anolis gingivinus,[],39.95,EUR,39.95,Seller,294,52.2434979,5.6343227,LC,0
248205,Pholidoscelis plei,[],195,EUR,195,Seller,294,52.2434979,5.6343227,LC,0
248206,Sphaerodactylus sputator,[],59.95,EUR,59.95,Seller,294,52.2434979,5.6343227,LC,0
248420,Anolis gingivinus,1,45,EUR,45,Seller,295,52.2434979,5.6343227,LC,0
248422,Anolis pogus,1,45,EUR,45,Seller,295,52.2434979,5.6343227,NT,0
249480,Anolis roquet,[],[],[],[],Seller,296,[],[],LC,0
249828,Anolis roquet,[],[],[],[],Seller,297,39.3260685,-4.8379791,LC,0
250017,Anolis leachii,[],69,EUR,69,Seller,299,51.1638175,10.4478313,LC,0
250029,Anolis roquet,[],59,EUR,59,Seller,299,51.1638175,10.4478313,LC,0
250030,Anolis gingivinus,[],159,EUR,159,Seller,299,51.1638175,10.4478313,LC,0
250055,Anolis sabanus,[],0,EUR,0,Seller,299,51.1638175,10.4478313,NT,0
250057,Anolis desiradei,[],0,EUR,0,Seller,299,51.1638175,10.4478313,LC,0
262688,Corallus cookii,[],[],[],[],[],301,[],[],NT,Appendix II
264840,Thecadactylus oskrobapreinorum,[],[],[],[],[],302,[],[],DD,0
266505,Anolis marmoratus,[],45,GBP,59.68565555,Seller,303,[],[],LC,0
267733,Corallus cookii,[],250,GBP,304.22878,Seller,304,[],[],NT,Appendix II
267937,Corallus cookii,[],[],[],[],Seller,305,[],[],NT,Appendix II
278960,Anolis marmoratus,[],[],[],[],Seller,307,51.1638175,10.4478313,LC,0
278971,Anolis oculatus,[],[],[],[],Seller,307,51.1638175,10.4478313,NT,0
278976,Anolis terraealtae,[],[],[],[],Seller,307,51.1638175,10.4478313,LC,0
278980,Anolis desiradei,[],[],[],[],Seller,307,51.1638175,10.4478313,LC,0
278981,Anolis sabanus,[],[],[],[],Seller,307,51.1638175,10.4478313,NT,0
278983,Anolis gingivinus,[],[],[],[],Seller,307,51.1638175,10.4478313,LC,0
278984,Anolis bimaculatus,[],[],[],[],Seller,307,51.1638175,10.4478313,LC,0
278986,Anolis leachii,[],[],[],[],Seller,307,51.1638175,10.4478313,LC,0
278987,Anolis roquet,[],[],[],[],Seller,307,51.1638175,10.4478313,LC,0
278989,Anolis wattsii,[],[],[],[],Seller,307,51.1638175,10.4478313,LC,0
278990,Anolis pogus,[],[],[],[],Seller,307,51.1638175,10.4478313,NT,0
278992,Anolis ferreus,[],[],[],[],Seller,307,51.1638175,10.4478313,LC,0
278993,Anolis lividus,[],[],[],[],Seller,307,51.1638175,10.4478313,NT,0
279225,Iguana insularis,[],1500,USD,1381.21547,Seller,308,39.7837304,-100.445882,NE,Appendix II
279266,Iguana melanoderma,[],1500,USD,1381.21547,Seller,308,39.7837304,-100.445882,CR,Appendix II
279274,Iguana insularis,[],1500,USD,1259.763165,Seller,308,39.7837304,-100.445882,NE,Appendix II
279818,Iguana delicatissima,[],[],[],[],Seller,309,36.5748441,139.2394179,CR,Appendix II
282419,Anolis marmoratus,[],100,CHF,90.7935355,[],310,[],[],LC,0
288635,Sphaerodactylus sputator,1,[],[],[],Seller,311,49.7439047,15.3381061,LC,0
288641,Gonatodes daudini,1,[],[],[],Seller,311,49.7439047,15.3381061,CR,Appendix I
288648,Gonatodes daudini,2,[],[],[],Seller,311,49.7439047,15.3381061,CR,Appendix I
288652,Sphaerodactylus fantasticus,1,[],[],[],Seller,311,49.7439047,15.3381061,LC,0
288666,Sphaerodactylus fantasticus,5,[],[],[],Seller,311,49.7439047,15.3381061,LC,0
288673,Sphaerodactylus phyzacinus,2,[],[],[],Seller,311,49.7439047,15.3381061,EN,0
288674,Sphaerodactylus sputator,12,[],[],[],Seller,311,49.7439047,15.3381061,LC,0
288750,Iguana delicatissima,[],[],[],[],Seller,312,47.59397,14.12456,CR,Appendix II
350042,Anolis sabanus,[],99.99,USD,84.28017532,Seller,313,39.7837304,-100.445882,NT,0
350045,Anolis bimaculatus,[],149.99,USD,126.4244774,Seller,313,39.7837304,-100.445882,LC,0
350046,Anolis gingivinus,[],39.99,USD,35.48988285,Seller,313,39.7837304,-100.445882,LC,0
350141,Anolis oculatus,[],1,USD,0.842886042,Seller,313,39.7837304,-100.445882,NT,0
350142,Anolis extremus,[],99.99,USD,84.28017532,Seller,313,39.7837304,-100.445882,LC,0
350432,Anolis wattsii,[],[],[],[],Seller,315,52.2434979,5.6343227,LC,0
350634,Thecadactylus oskrobapreinorum,[],[],[],[],[],316,[],[],DD,0
350701,Anolis trinitatis,[],[],[],[],[],317,[],[],LC,0
350958,Anolis roquet,[],[],[],[],[],318,[],[],LC,0
350974,Anolis marmoratus,[],[],[],[],Seller,319,[],[],LC,0
351067,Thecadactylus oskrobapreinorum,[],[],[],[],Seller,316,[],[],DD,0
351330,Mabuya mabouya,[],[],[],[],[],320,51.1638175,10.4478313,CR,0
351465,Anolis leachii,[],[],[],[],Seller,321,[],[],LC,0
351693,Sphaerodactylus sabanus,[],[],[],[],[],322,[],[],LC,0
351738,Iguana delicatissima,[],[],[],[],[],323,51.1638175,10.4478313,CR,Appendix II
351780,Iguana delicatissima,[],[],[],[],[],323,[],[],CR,Appendix II
352050,Anolis leachii,[],[],[],[],Seller,324,[],[],LC,0
352050,Anolis bimaculatus,[],[],[],[],Seller,324,[],[],LC,0
352503,Anolis marmoratus,[],[],[],[],[],325,52.2434979,5.6343227,LC,0
352520,Anolis sabanus,[],[],[],[],Seller,326,[],[],NT,0
352755,Anolis sabanus,[],[],[],[],[],319,36.5748441,139.2394179,NT,0
353458,Anolis lividus,[],[],[],[],[],324,[],[],NT,0
353458,Anolis oculatus,[],[],[],[],[],324,[],[],NT,0
353458,Anolis gingivinus,[],[],[],[],[],324,[],[],LC,0
353458,Anolis marmoratus,[],[],[],[],[],324,[],[],LC,0
353458,Anolis pogus,[],[],[],[],[],324,[],[],NT,0
353458,Anolis wattsii,[],[],[],[],[],324,[],[],LC,0
353458,Anolis bimaculatus,[],[],[],[],[],324,[],[],LC,0
353458,Anolis roquet,[],[],[],[],[],324,[],[],LC,0
353528,Anolis roquet,[],[],[],[],Seller,321,[],[],LC,0
353529,Anolis trinitatis,[],[],[],[],Seller,321,[],[],LC,0
353830,Anolis marmoratus,[],[],[],[],Seller,327,[],[],LC,0
353950,Anolis lividus,[],[],[],[],Seller,324,[],[],NT,0
353950,Anolis oculatus,[],[],[],[],Seller,324,[],[],NT,0
353950,Anolis gingivinus,[],[],[],[],Seller,324,[],[],LC,0
353950,Anolis wattsii,[],[],[],[],Seller,324,[],[],LC,0
353950,Anolis pogus,[],[],[],[],Seller,324,[],[],NT,0
353986,Anolis marmoratus,[],[],[],[],Seller,328,[],[],LC,0
354106,Anolis marmoratus,[],[],[],[],Buyer,328,[],[],LC,0
354996,Anolis marmoratus,[],[],[],[],Seller,324,[],[],LC,0
354996,Anolis ferreus,[],[],[],[],Seller,324,[],[],LC,0
355242,Anolis marmoratus,[],[],[],[],Seller,329,50.6402809,4.6667145,LC,0
355496,Anolis ferreus,[],[],[],[],Seller,330,[],[],LC,0
355774,Sphaerodactylus sputator,[],[],[],[],Seller,331,[],[],LC,0
355816,Anolis roquet,[],[],[],[],Seller,332,[],[],LC,0
355844,Anolis roquet,[],[],[],[],Buyer,332,[],[],LC,0
356227,Thecadactylus oskrobapreinorum,[],[],[],[],[],333,[],[],DD,0
356276,Anolis roquet,[],[],[],[],[],334,[],[],LC,0
356769,Anolis oculatus,[],[],[],[],Seller,335,[],[],NT,0
357014,Anolis marmoratus,[],[],[],[],Seller,336,[],[],LC,0
357565,Anolis marmoratus,[],[],[],[],[],337,[],[],LC,0
357566,Anolis marmoratus,[],[],[],[],Seller,337,[],[],LC,0
358331,Anolis marmoratus,[],[],[],[],Seller,338,[],[],LC,0
358389,Anolis desiradei,[],[],[],[],Seller,324,[],[],LC,0
358389,Anolis terraealtae,[],[],[],[],Seller,324,[],[],LC,0
358755,Anolis sabanus,[],[],[],[],Seller,324,[],[],NT,0
358755,Anolis roquet,[],[],[],[],Seller,324,[],[],LC,0
359649,Anolis oculatus,[],[],[],[],Seller,321,[],[],NT,0
359649,Anolis marmoratus,[],[],[],[],Seller,321,[],[],LC,0
359782,Anolis sabanus,[],[],[],[],[],339,[],[],NT,0
359782,Anolis roquet,[],[],[],[],[],339,[],[],LC,0
360022,Anolis roquet,[],[],[],[],Seller,340,[],[],LC,0
360067,Anolis trinitatis,[],[],[],[],Buyer,341,[],[],LC,0
360180,Iguana melanoderma,[],[],[],[],Buyer,342,[],[],CR,Appendix II
361076,Anolis trinitatis,[],[],[],[],Seller,343,[],[],LC,0
362403,Anolis ferreus,[],[],[],[],[],344,[],[],LC,0
362403,Anolis marmoratus,[],[],[],[],[],344,[],[],LC,0
362444,Anolis roquet,[],[],[],[],Seller,345,51.1638175,10.4478313,LC,0
362842,Sphaerodactylus sabanus,[],[],[],[],Seller,346,49.7439047,15.3381061,LC,0
363138,Anolis roquet,[],[],[],[],[],339,51.1638175,10.4478313,LC,0
363588,Anolis roquet,[],[],[],[],Buyer,348,[],[],LC,0
363621,Corallus grenadensis,[],[],[],[],Buyer,349,[],[],LC,Appendix II
363621,Corallus cookii,[],[],[],[],Buyer,349,[],[],NT,Appendix II
363707,Anolis roquet,[],[],[],[],Buyer,344,[],[],LC,0
363730,Anolis marmoratus,[],[],[],[],[],350,[],[],LC,0
364074,Thecadactylus oskrobapreinorum,[],[],[],[],Seller,346,[],[],DD,0
364295,Gonatodes daudini,[],[],[],[],[],351,51.1638175,10.4478313,CR,Appendix I
364315,Anolis roquet,[],[],[],[],Seller,352,[],[],LC,0
364691,Anolis oculatus,[],[],[],[],Buyer,353,51.1638175,10.4478313,NT,0
44344,Iguana delicatissima,[],[],[],[],[],,[],[],CR,Appendix II
44377,Thecadactylus oskrobapreinorum,[],[],[],[],[],,[],[],DD,0
46007,Anolis oculatus,[],[],[],[],Seller,,[],[],NT,0
46034,Anolis marmoratus,[],[],[],[],Seller,,[],[],LC,0
46060,Anolis oculatus,[],[],[],[],Seller,,51.1638175,10.4478313,NT,0
46076,Anolis oculatus,[],[],[],[],Seller,,[],[],NT,0
46127,Anolis oculatus,[],[],[],[],[],,[],[],NT,0
46130,Anolis oculatus,[],[],[],[],Seller,,[],[],NT,0
46155,Anolis oculatus,[],[],[],[],Seller,,[],[],NT,0
46186,Anolis oculatus,[],[],[],[],[],,[],[],NT,0
46221,Anolis marmoratus,[],[],[],[],Seller,,[],[],LC,0
46227,Anolis marmoratus,[],[],[],[],Buyer,,[],[],LC,0
252876,Anolis roquet,[],[],[],[],Seller,,51.1638175,10.4478313,LC,0
253092,Anolis roquet,[],[],[],[],Seller,,[],[],LC,0
253480,Anolis marmoratus,[],[],[],[],Seller,,51.1638175,10.4478313,LC,0
253480,Anolis roquet,[],[],[],[],Seller,,51.1638175,10.4478313,LC,0
253979,Anolis sabanus,[],[],[],[],Seller,,[],[],NT,0
253979,Anolis leachii,[],[],[],[],Seller,,[],[],LC,0
253979,Anolis desiradei,[],[],[],[],Seller,,[],[],LC,0
253979,Anolis oculatus,[],[],[],[],Seller,,[],[],NT,0
253979,Anolis gingivinus,[],[],[],[],Seller,,[],[],LC,0
253979,Anolis terraealtae,[],[],[],[],Seller,,[],[],LC,0
253979,Anolis marmoratus,[],[],[],[],Seller,,[],[],LC,0
253979,Anolis wattsii,[],[],[],[],Seller,,[],[],LC,0
253979,Anolis bimaculatus,[],[],[],[],Seller,,[],[],LC,0
253979,Anolis roquet,[],[],[],[],Seller,,[],[],LC,0
254450,Anolis roquet,[],[],[],[],Seller,,[],[],LC,0
255457,Anolis marmoratus,[],[],[],[],Seller,,[],[],LC,0
255676,Anolis roquet,[],[],[],[],Seller,,[],[],LC,0
257010,Anolis roquet,[],[],[],[],Buyer,,[],[],LC,0
272759,Anolis oculatus,[],50,EUR,50,Seller,,[],[],NT,0
283034,Anolis sabanus,[],100,PLN,22.13123824,[],,[],[],NT,0
289528,Iguana delicatissima,[],[],[],[],Seller,,[],[],CR,Appendix II
292028,Anolis roquet,[],[],[],[],Seller,,39.7837304,-100.445882,LC,0
293202,Anolis roquet,[],[],[],[],Seller,,[],[],LC,0
297573,Corallus cookii,[],[],[],[],Seller,,[],[],NT,Appendix II
298680,Anolis marmoratus,[],[],[],[],Buyer,,[],[],LC,0
304136,Corallus cookii,[],[],[],[],Seller,,[],[],NT,Appendix II
306358,Anolis marmoratus,[],[],[],[],Seller,,[],[],LC,0
309081,Anolis sabanus,[],[],[],[],Buyer,,[],[],NT,0
309081,Anolis bimaculatus,[],[],[],[],Buyer,,[],[],LC,0
309464,Anolis marmoratus,[],[],[],[],Seller,,[],[],LC,0
309581,Anolis marmoratus,[],[],[],[],Buyer,,[],[],LC,0
309586,Anolis marmoratus,[],[],[],[],Buyer,,54.7023545,-3.2765753,LC,0
313991,Anolis roquet,[],[],[],[],Seller,,[],[],LC,0
314149,Anolis roquet,[],[],[],[],Seller,,[],[],LC,0
317349,Anolis marmoratus,[],[],[],[],Seller,,54.7023545,-3.2765753,LC,0
318558,Boa nebulosa,[],[],[],[],Seller,,51.1638175,10.4478313,LC,Appendix II
318558,Boa orophias,[],[],[],[],Seller,,51.1638175,10.4478313,EN,Appendix II
318642,Corallus cookii,[],[],[],[],Seller,,54.7023545,-3.2765753,NT,Appendix II
318960,Boa nebulosa,[],[],[],[],Seller,,51.1638175,10.4478313,LC,Appendix II
318960,Boa orophias,[],[],[],[],Seller,,51.1638175,10.4478313,EN,Appendix II
319553,Boa nebulosa,[],[],[],[],Buyer,,51.1638175,10.4478313,LC,Appendix II
319553,Boa orophias,[],[],[],[],Buyer,,51.1638175,10.4478313,EN,Appendix II
325889,Corallus cookii,[],[],[],[],Seller,,[],[],NT,Appendix II
327545,Corallus cookii,[],[],[],[],Seller,,[],[],NT,Appendix II
327745,Corallus cookii,[],[],[],[],Seller,,[],[],NT,Appendix II
329285,Corallus cookii,[],[],[],[],Buyer,,[],[],NT,Appendix II
332385,Corallus cookii,[],[],[],[],Seller,,[],[],NT,Appendix II
335382,Corallus cookii,[],[],[],[],Seller,,54.7023545,-3.2765753,NT,Appendix II
336104,Corallus cookii,[],[],[],[],Buyer,,[],[],NT,Appendix II
337841,Corallus cookii,[],[],[],[],Seller,,54.7023545,-3.2765753,NT,Appendix II
338731,Corallus cookii,[],[],[],[],Seller,,[],[],NT,Appendix II
345473,Corallus cookii,[],[],[],[],Seller,,[],[],NT,Appendix II
345826,Corallus cookii,[],[],[],[],Seller,,[],[],NT,Appendix II
346146,Corallus cookii,[],[],[],[],Seller,,[],[],NT,Appendix II
347521,Corallus cookii,[],[],[],[],Seller,,54.7023545,-3.2765753,NT,Appendix II
348105,Corallus cookii,[],[],[],[],Seller,,54.7023545,-3.2765753,NT,Appendix II
348164,Corallus cookii,[],[],[],[],[],,54.7023545,-3.2765753,NT,Appendix II
348851,Corallus cookii,[],[],[],[],Seller,,[],[],NT,Appendix II
349199,Corallus cookii,[],[],[],[],Buyer,,[],[],NT,Appendix II
364885,Sphaerodactylus sputator,1,[],[],[],Seller,,51.1638175,10.4478313,LC,0
364969,Thecadactylus oskrobapreinorum,0,650,USD,598.5267035,Seller,,39.7837304,-100.445882,DD,0
365029,Sphaerodactylus sputator,1,200,USD,184.1620626,Seller,,39.7837304,-100.445882,LC,0
366558,Gonatodes daudini,[],[],[],[],Seller,,51.1638175,10.4478313,CR,Appendix I
366562,Sphaerodactylus sputator,[],[],[],[],Seller,,51.1638175,10.4478313,LC,0
366572,Sphaerodactylus sputator,[],[],[],[],Seller,,51.1638175,10.4478313,LC,0
366590,Gonatodes daudini,[],[],[],[],Seller,,51.1638175,10.4478313,CR,Appendix I
366590,Sphaerodactylus sputator,[],[],[],[],Seller,,51.1638175,10.4478313,LC,0
366593,Sphaerodactylus fantasticus,[],[],[],[],Seller,,51.1638175,10.4478313,LC,0
366593,Sphaerodactylus sputator,[],[],[],[],Seller,,51.1638175,10.4478313,LC,0
366602,Sphaerodactylus sputator,[],[],[],[],Seller,,51.1638175,10.4478313,LC,0
366605,Sphaerodactylus sputator,[],[],[],[],Seller,,51.1638175,10.4478313,LC,0
366617,Sphaerodactylus sputator,[],[],[],[],Seller,,51.1638175,10.4478313,LC,0
366624,Sphaerodactylus sputator,[],[],[],[],Seller,,51.1638175,10.4478313,LC,0
366626,Sphaerodactylus sputator,[],[],[],[],Seller,,51.1638175,10.4478313,LC,0
366626,Sphaerodactylus fantasticus,[],[],[],[],Seller,,51.1638175,10.4478313,LC,0
366626,Sphaerodactylus vincenti,[],[],[],[],Seller,,51.1638175,10.4478313,LC,0
366626,Sphaerodactylus festus,[],[],[],[],Seller,,51.1638175,10.4478313,LC,0
366635,Sphaerodactylus fantasticus,[],[],[],[],Seller,,51.1638175,10.4478313,LC,0
366640,Sphaerodactylus sputator,[],[],[],[],Seller,,51.1638175,10.4478313,LC,0
366641,Anolis marmoratus,[],[],[],[],Seller,,51.1638175,10.4478313,LC,0
366644,Sphaerodactylus fantasticus,[],[],[],[],Buyer,,51.1638175,10.4478313,LC,0
366654,Anolis marmoratus,[],[],[],[],Seller,,51.1638175,10.4478313,LC,0
366706,Anolis marmoratus,[],[],[],[],Seller,,51.1638175,10.4478313,LC,0
366753,Sphaerodactylus sputator,[],[],[],[],Seller,,51.1638175,10.4478313,LC,0
366757,Sphaerodactylus fantasticus,[],[],[],[],Seller,,51.1638175,10.4478313,LC,0
366774,Sphaerodactylus sputator,[],[],[],[],Buyer,,51.1638175,10.4478313,LC,0
366781,Sphaerodactylus sputator,[],[],[],[],[],,51.1638175,10.4478313,LC,0
366788,Gonatodes daudini,[],[],[],[],Buyer,,[],[],CR,Appendix I
366793,Sphaerodactylus sputator,[],[],[],[],Seller,,51.1638175,10.4478313,LC,0
366795,Sphaerodactylus fantasticus,[],[],[],[],Seller,,51.1638175,10.4478313,LC,0
366823,Sphaerodactylus fantasticus,[],[],[],[],Seller,,51.1638175,10.4478313,LC,0
366837,Sphaerodactylus sputator,[],[],[],[],[],,51.1638175,10.4478313,LC,0
